,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Annees,mois,trimestre,Marge_relative,Taux_profit_estime,Quantity,Ratio_Qte_Sales,délais livraison
6390,6391,CA-2016-147529,2016-02-07,2016-02-11,standard class,DK-12835,damala kotsonis,corporate,united states,springfield,virginia,22153,south,OFF-PA-10003349,office supplies,paper,xerox 1957,12.96,2016,2,1,0.13513513513513514,7.135410476447453e-06,1,0.07716049382716049,4 days
6391,6392,CA-2017-129126,2017-12-14,2017-12-19,standard class,PK-19075,pete kriz,consumer,united states,new york city,new york,10011,east,OFF-PA-10001471,office supplies,paper,strathmore photo frame cards,14.62,2017,12,4,0.12499999999999999,8.049359657844272e-06,1,0.06839945280437756,5 days
6392,6393,CA-2017-129126,2017-12-14,2017-12-19,standard class,PK-19075,pete kriz,consumer,united states,new york city,new york,10011,east,OFF-LA-10003190,office supplies,labels,avery 474,5.76,2017,12,4,0.07352941176470588,3.1712935450877566e-06,1,0.1736111111111111,5 days
6395,6396,CA-2017-129126,2017-12-14,2017-12-19,standard class,PK-19075,pete kriz,consumer,united states,new york city,new york,10011,east,OFF-ST-10004507,office supplies,storage,advantus rolling storage box,17.15,2017,12,4,0.039999999999999994,9.442306301780386e-06,1,0.05830903790087464,5 days
6397,6398,CA-2018-131632,2018-10-31,2018-11-04,standard class,AH-10120,adrian hane,home office,united states,dallas,texas,75217,central,OFF-AR-10003651,office supplies,art,newell 350,5.248,2018,10,4,0.08421052631578947,2.8894007855244007e-06,1,0.19054878048780488,4 days
6399,6400,CA-2018-151981,2018-08-06,2018-08-12,standard class,GM-14455,gary mitchum,home office,united states,concord,new hampshire,3301,east,OFF-LA-10002195,office supplies,labels,avery 481,24.64,2018,8,3,0.2702702702702703,1.3566089053986516e-05,1,0.040584415584415584,6 days
6402,6403,CA-2018-125472,2018-05-30,2018-05-31,first class,BD-11725,bruce degenhardt,consumer,united states,lafayette,louisiana,70506,south,OFF-BI-10000591,office supplies,binders,avery binder labels,3.89,2018,5,2,0.1492537313432836,2.14172428652628e-06,1,0.2570694087403599,1 days
6403,6404,CA-2018-125472,2018-05-30,2018-05-31,first class,BD-11725,bruce degenhardt,consumer,united states,lafayette,louisiana,70506,south,FUR-FU-10001731,furniture,furnishings,acrylic self-standing desk frames,8.01,2018,5,2,0.08522727272727273,4.410080086137662e-06,1,0.12484394506866417,1 days
6404,6405,CA-2016-156328,2016-11-30,2016-12-05,standard class,RM-19375,raymond messe,consumer,united states,raleigh,north carolina,27604,south,TEC-PH-10001198,technology,phones,avaya 4621sw voip phone,177.48,2016,11,4,0.25,9.771548235801651e-05,1,0.005634437683119225,5 days
6408,6409,CA-2018-161774,2018-05-14,2018-05-15,first class,GT-14710,greg tran,consumer,united states,houston,texas,77041,central,OFF-AR-10001446,office supplies,art,newell 309,46.2,2018,5,2,0.23529411764705882,2.5436416976224716e-05,1,0.021645021645021644,1 days
6409,6410,CA-2018-161774,2018-05-14,2018-05-15,first class,GT-14710,greg tran,consumer,united states,houston,texas,77041,central,OFF-PA-10000300,office supplies,paper,xerox 1936,47.952,2018,5,2,0.3076923076923077,2.6401018762855575e-05,1,0.02085418752085419,1 days
6410,6411,CA-2018-161774,2018-05-14,2018-05-15,first class,GT-14710,greg tran,consumer,united states,houston,texas,77041,central,TEC-PH-10004071,technology,phones,payanywhere card reader,7.992,2018,5,2,0.04,4.400169793809263e-06,1,0.12512512512512514,1 days
6411,6412,CA-2018-161774,2018-05-14,2018-05-15,first class,GT-14710,greg tran,consumer,united states,houston,texas,77041,central,OFF-PA-10003134,office supplies,paper,xerox 1937,76.864,2018,5,2,0.15384615384615385,4.231915052944884e-05,1,0.013009991673605328,1 days
6412,6413,CA-2018-151211,2018-08-17,2018-08-23,standard class,AH-10120,adrian hane,home office,united states,louisville,kentucky,40214,south,OFF-BI-10002735,office supplies,binders,gbc prestige therm-a-bind covers,102.93,2018,8,3,0.1060070671378092,5.667035496456299e-05,1,0.00971534052268532,6 days
6413,6414,CA-2018-151211,2018-08-17,2018-08-23,standard class,AH-10120,adrian hane,home office,united states,louisville,kentucky,40214,south,TEC-AC-10004510,technology,accessories,logitech desktop mk120 mouse and keyboard combo,98.16,2018,8,3,0.12605042016806722,5.4044127497537186e-05,1,0.010187449062754686,6 days
6414,6415,CA-2018-142671,2018-11-10,2018-11-14,second class,DR-12940,daniel raglin,home office,united states,hollywood,florida,33021,south,OFF-BI-10004099,office supplies,binders,gbc velobinder strips,11.52,2018,11,4,0.21739130434782608,6.342587090175513e-06,1,0.08680555555555555,4 days
6415,6416,CA-2018-144750,2018-08-21,2018-08-21,same day,DL-13495,dionis lloyd,corporate,united states,chandler,arizona,85224,west,OFF-PA-10003395,office supplies,paper,xerox 1941,83.88,2018,8,3,0.048192771084337345,4.6181962250340454e-05,1,0.011921793037672867,0 days
6416,6417,CA-2017-111976,2017-03-08,2017-03-12,standard class,BD-11620,brian decherney,consumer,united states,philadelphia,pennsylvania,19120,east,TEC-PH-10002890,technology,phones,at&t 17929 lendline telephone,108.576,2017,3,1,0.08108108108108107,5.977888332490421e-05,1,0.009210138520483349,4 days
6417,6418,CA-2017-111976,2017-03-08,2017-03-12,standard class,BD-11620,brian decherney,consumer,united states,philadelphia,pennsylvania,19120,east,OFF-FA-10004968,office supplies,fasteners,rubber band ball,5.984,2017,3,1,0.10256410256410256,3.2946216273967252e-06,1,0.16711229946524064,4 days
6418,6419,CA-2017-140130,2017-10-31,2017-11-05,standard class,HW-14935,helen wasserman,corporate,united states,tulsa,oklahoma,74133,central,OFF-SU-10001218,office supplies,supplies,fiskars softgrip scissors,21.96,2017,10,4,0.07142857142857144,1.2090556640647073e-05,1,0.04553734061930783,5 days
6419,6420,CA-2017-140130,2017-10-31,2017-11-05,standard class,HW-14935,helen wasserman,corporate,united states,tulsa,oklahoma,74133,central,FUR-CH-10002084,furniture,chairs,hon mobius operator's chair,368.97,2017,10,4,0.13636363636363638,0.00020314447557830378,1,0.0027102474455917825,5 days
6420,6421,CA-2017-140130,2017-10-31,2017-11-05,standard class,HW-14935,helen wasserman,corporate,united states,tulsa,oklahoma,74133,central,OFF-AR-10004269,office supplies,art,newell 31,12.39,2017,10,4,0.13043478260869565,6.82158455271481e-06,1,0.08071025020177562,5 days
6422,6423,CA-2015-159121,2015-07-26,2015-08-01,standard class,JO-15145,jack o'briant,corporate,united states,draper,utah,84020,west,TEC-AC-10002006,technology,accessories,memorex micro travel drive 16 gb,111.93,2015,7,3,0.20114942528735633,6.162550112876261e-05,1,0.00893415527561869,6 days
6423,6424,CA-2016-149650,2016-10-24,2016-10-27,first class,RD-19660,robert dilbeck,home office,united states,oakland,california,94601,west,FUR-CH-10003956,furniture,chairs,novimex high-tech fabric mesh task chair,454.272,2016,10,4,0.4923076923076923,0.00025010935092258774,1,0.0022013243167089322,3 days
6424,6425,CA-2018-115777,2018-08-19,2018-08-24,standard class,DO-13645,doug o'connell,consumer,united states,lawrence,massachusetts,1841,east,OFF-PA-10000552,office supplies,paper,xerox 200,19.44,2018,8,3,0.23076923076923075,1.070311571467118e-05,1,0.05144032921810699,5 days
6426,6427,CA-2017-143714,2017-05-23,2017-05-27,standard class,CC-12370,christopher conant,consumer,united states,philadelphia,pennsylvania,19120,east,OFF-BI-10004308,office supplies,binders,avery legal 4-ring binder,6.294,2017,5,2,0.024390243902439025,3.465298884163601e-06,1,0.15888147442008263,4 days
6427,6428,CA-2017-143714,2017-05-23,2017-05-27,standard class,CC-12370,christopher conant,consumer,united states,philadelphia,pennsylvania,19120,east,OFF-PA-10000029,office supplies,paper,xerox 224,10.368,2017,5,2,0.10810810810810811,5.708328381157963e-06,1,0.09645061728395062,4 days
6428,6429,CA-2017-143714,2017-05-23,2017-05-27,standard class,CC-12370,christopher conant,consumer,united states,philadelphia,pennsylvania,19120,east,TEC-PH-10004080,technology,phones,avaya 5410 digital phone,122.382,2017,5,2,0.5294117647058824,6.738007754078644e-05,1,0.008171136278210847,4 days
6429,6430,CA-2015-165764,2015-11-03,2015-11-07,standard class,SH-20395,shahid hopkins,consumer,united states,jacksonville,north carolina,28540,south,OFF-ST-10001558,office supplies,storage,acco perma 4000 stacking storage drawers,25.984,2015,11,4,0.056737588652482275,1.4306057547840327e-05,1,0.03848522167487684,4 days
6431,6432,CA-2015-165764,2015-11-03,2015-11-07,standard class,SH-20395,shahid hopkins,consumer,united states,jacksonville,north carolina,28540,south,OFF-BI-10002982,office supplies,binders,avery self-adhesive photo pockets for polaroid photos,14.301,2015,11,4,0.1,7.873727254913196e-06,1,0.06992518005733865,4 days
6432,6433,CA-2015-165764,2015-11-03,2015-11-07,standard class,SH-20395,shahid hopkins,consumer,united states,jacksonville,north carolina,28540,south,FUR-FU-10001468,furniture,furnishings,tenex antistatic computer chair mats,410.352,2015,11,4,0.12371134020618557,0.0002259282376412936,1,0.002436932194798612,4 days
6434,6435,CA-2016-121405,2016-03-30,2016-04-04,standard class,FC-14335,fred chung,corporate,united states,chicago,illinois,60610,central,TEC-PH-10002890,technology,phones,at&t 17929 lendline telephone,180.96,2016,3,1,0.13513513513513514,9.96314722081737e-05,1,0.005526083112290008,5 days
6436,6437,US-2018-116897,2018-05-27,2018-05-29,first class,JG-15160,james galang,consumer,united states,pocatello,idaho,83201,west,OFF-ST-10000025,office supplies,storage,fellowes stor/drawer steel plus storage drawers,477.15,2018,5,2,0.14044943820224717,0.00026270533247198317,1,0.002095777009326208,2 days
6437,6438,US-2018-116897,2018-05-27,2018-05-29,first class,JG-15160,james galang,consumer,united states,pocatello,idaho,83201,west,TEC-PH-10004389,technology,phones,nokia lumia 925,302.376,2018,5,2,0.23076923076923075,0.00016647969739400268,1,0.003307140778368654,2 days
6440,6441,CA-2017-101161,2017-10-13,2017-10-20,standard class,BW-11110,bart watters,corporate,united states,new york city,new york,10024,east,OFF-AR-10001860,office supplies,art,bic liqua brite liner,34.7,2017,10,4,0.2,1.9104841321969647e-05,1,0.02881844380403458,7 days
6441,6442,CA-2017-101161,2017-10-13,2017-10-20,standard class,BW-11110,bart watters,corporate,united states,new york city,new york,10024,east,OFF-ST-10003123,office supplies,storage,fellowes bases and tops for staxonsteel/high-stak systems,99.87,2017,10,4,0.11627906976744186,5.498560526873512e-05,1,0.010013016921998599,7 days
6442,6443,CA-2017-101161,2017-10-13,2017-10-20,standard class,BW-11110,bart watters,corporate,united states,new york city,new york,10024,east,OFF-PA-10001295,office supplies,paper,computer printout paper with letter-trim perforations,37.94,2017,10,4,0.09345794392523364,2.088869394108151e-05,1,0.02635740643120717,7 days
6443,6444,CA-2017-101161,2017-10-13,2017-10-20,standard class,BW-11110,bart watters,corporate,united states,new york city,new york,10024,east,OFF-LA-10000407,office supplies,labels,avery white multi-purpose labels,24.9,2017,10,4,0.26041666666666663,1.3709237720952281e-05,1,0.040160642570281124,7 days
6444,6445,CA-2017-101161,2017-10-13,2017-10-20,standard class,BW-11110,bart watters,corporate,united states,new york city,new york,10024,east,FUR-FU-10003535,furniture,furnishings,howard miller distant time traveler alarm clock,82.26,2017,10,4,0.15463917525773196,4.529003594078453e-05,1,0.012156576707999026,7 days
6445,6446,CA-2016-151785,2016-03-05,2016-03-10,standard class,JJ-15445,jennifer jackson,consumer,united states,chicago,illinois,60623,central,OFF-FA-10000611,office supplies,fasteners,binder clips by oic,7.104,2016,3,1,0.19672131147540983,3.911262038941567e-06,1,0.14076576576576577,5 days
6447,6448,US-2018-119816,2018-03-04,2018-03-06,second class,TT-21460,tonja turnell,home office,united states,houston,texas,77095,central,OFF-LA-10002381,office supplies,labels,avery 497,2.464,2018,3,1,0.10256410256410257,1.3566089053986515e-06,1,0.40584415584415584,2 days
6448,6449,US-2018-119816,2018-03-04,2018-03-06,second class,TT-21460,tonja turnell,home office,united states,houston,texas,77095,central,OFF-ST-10000918,office supplies,storage,crate-a-files,8.72,2018,3,1,0.04938271604938271,4.80098606131341e-06,1,0.1146788990825688,2 days
6451,6452,CA-2016-156510,2016-09-25,2016-09-29,standard class,EH-13990,erica hackney,consumer,united states,meriden,connecticut,6450,east,OFF-AR-10004930,office supplies,art,turquoise lead holder with pocket clip,6.7,2016,9,3,0.17857142857142855,3.688831033348606e-06,1,0.14925373134328357,4 days
6452,6453,US-2016-110261,2016-12-19,2016-12-23,second class,PR-18880,patrick ryan,consumer,united states,glenview,illinois,60025,central,TEC-PH-10001750,technology,phones,samsung rugby iii,158.376,2016,12,4,0.1142857142857143,8.719735876680878e-05,1,0.006314087993130272,4 days
6454,6455,CA-2018-161102,2018-07-31,2018-08-03,first class,EC-14050,erin creighton,consumer,united states,san francisco,california,94110,west,OFF-ST-10003442,office supplies,storage,eldon portable mobile manager,56.56,2018,7,3,0.06289308176100629,3.11403407830145e-05,1,0.01768033946251768,3 days
6459,6460,US-2018-133361,2018-05-14,2018-05-17,first class,AJ-10780,anthony jacobs,corporate,united states,baltimore,maryland,21215,east,OFF-AR-10003045,office supplies,art,prang colored pencils,14.7,2018,5,2,0.16233766233766234,8.093405401526046e-06,1,0.06802721088435375,3 days
6461,6462,US-2018-133361,2018-05-14,2018-05-17,first class,AJ-10780,anthony jacobs,corporate,united states,baltimore,maryland,21215,east,TEC-AC-10003280,technology,accessories,belkin f8e887 usb wired ergonomic keyboard,89.97,2018,5,2,0.1595744680851064,4.9534944488115536e-05,1,0.011114816049794377,3 days
6463,6464,US-2018-133361,2018-05-14,2018-05-17,first class,AJ-10780,anthony jacobs,corporate,united states,baltimore,maryland,21215,east,OFF-LA-10004544,office supplies,labels,avery 505,74.0,2018,5,2,0.1984126984126984,4.074231290564132e-05,1,0.013513513513513514,3 days
6464,6465,US-2017-155404,2017-09-22,2017-09-28,standard class,AS-10630,ann steele,home office,united states,louisville,kentucky,40214,south,FUR-FU-10004586,furniture,furnishings,g.e. longer-life indoor recessed floodlight bulbs,13.28,2017,9,3,0.16393442622950816,7.31159345117455e-06,1,0.07530120481927711,6 days
6465,6466,CA-2016-114503,2016-11-13,2016-11-17,standard class,AA-10375,allen armold,consumer,united states,lebanon,tennessee,37087,south,OFF-ST-10003572,office supplies,storage,portfile personal file boxes,84.96,2016,11,4,0.8571428571428572,4.677657979004441e-05,1,0.01177024482109228,4 days
6469,6470,CA-2017-163804,2017-12-02,2017-12-08,standard class,DB-13270,deborah brumfield,home office,united states,providence,rhode island,2908,east,FUR-FU-10004864,furniture,furnishings,eldon 500 class desk accessories,72.42,2017,12,4,0.5263157894736842,3.9872409467926275e-05,1,0.013808340237503451,6 days
6470,6471,CA-2016-108532,2016-08-29,2016-09-02,standard class,CC-12100,chad cunningham,home office,united states,detroit,michigan,48234,central,TEC-PH-10001750,technology,phones,samsung rugby iii,131.98,2016,8,3,0.09523809523809523,7.266446563900731e-05,1,0.007576905591756327,4 days
6471,6472,CA-2016-108532,2016-08-29,2016-09-02,standard class,CC-12100,chad cunningham,home office,united states,detroit,michigan,48234,central,TEC-AC-10004510,technology,accessories,logitech desktop mk120 mouse and keyboard combo,114.52,2016,8,3,0.14705882352941177,6.305148208046005e-05,1,0.008732099196646874,4 days
6472,6473,CA-2015-151897,2015-06-06,2015-06-10,standard class,VT-21700,valerie takahito,home office,united states,houston,texas,77070,central,OFF-LA-10001074,office supplies,labels,round specialty laser printer labels,100.24,2015,6,2,0.23809523809523808,5.518931683326332e-05,1,0.009976057462090982,4 days
6474,6475,CA-2015-149524,2015-01-14,2015-01-15,first class,BS-11590,brendan sweed,corporate,united states,philadelphia,pennsylvania,19140,east,FUR-BO-10003433,furniture,bookcases,sauder cornerstone collection library,61.96,2015,1,1,0.19230769230769232,3.4113428481534274e-05,1,0.016139444803098774,1 days
6475,6476,CA-2018-140872,2018-06-03,2018-06-10,standard class,NR-18550,nick radford,consumer,united states,pembroke pines,florida,33024,south,OFF-BI-10002432,office supplies,binders,wilson jones standard d-ring binders,4.554,2018,6,2,0.04712041884816754,2.507303959085008e-06,1,0.21958717610891523,7 days
6477,6478,CA-2018-140872,2018-06-03,2018-06-10,standard class,NR-18550,nick radford,consumer,united states,pembroke pines,florida,33024,south,TEC-AC-10003832,technology,accessories,logitech p710e mobile speakerphone,205.992,2018,6,2,0.01838597698843138,0.0001134133854062009,1,0.004854557458542079,7 days
6478,6479,CA-2018-140872,2018-06-03,2018-06-10,standard class,NR-18550,nick radford,consumer,united states,pembroke pines,florida,33024,south,OFF-PA-10000809,office supplies,paper,xerox 206,15.552,2018,6,2,0.2553191489361702,8.562492571736942e-06,1,0.06430041152263374,7 days
6479,6480,CA-2018-140872,2018-06-03,2018-06-10,standard class,NR-18550,nick radford,consumer,united states,pembroke pines,florida,33024,south,TEC-PH-10000441,technology,phones,vtech ds6151,503.96,2018,6,2,0.1834862385321101,0.0002774661623233378,1,0.0019842844670211923,7 days
6481,6482,CA-2018-140872,2018-06-03,2018-06-10,standard class,NR-18550,nick radford,consumer,united states,pembroke pines,florida,33024,south,FUR-BO-10002824,furniture,bookcases,bush mission pointe library,241.568,2018,6,2,0.3225806451612903,0.00013300052762148598,1,0.004139621141873095,7 days
6482,6483,CA-2018-140872,2018-06-03,2018-06-10,standard class,NR-18550,nick radford,consumer,united states,pembroke pines,florida,33024,south,TEC-AC-10002942,technology,accessories,wd my passport ultra 1tb portable external hard drive,110.4,2018,6,2,0.10958904109589042,6.078312628084868e-05,1,0.009057971014492754,7 days
6484,6485,CA-2018-113908,2018-06-03,2018-06-09,standard class,KN-16390,katherine nockton,corporate,united states,new york city,new york,10011,east,TEC-MA-10003173,technology,machines,hewlett-packard 300s scientific calculator,78.66,2018,6,2,0.6,4.330797747510468e-05,1,0.012712941774726672,6 days
6485,6486,CA-2018-113908,2018-06-03,2018-06-09,standard class,KN-16390,katherine nockton,corporate,united states,new york city,new york,10011,east,OFF-PA-10004156,office supplies,paper,xerox 188,45.36,2018,6,2,0.2247191011235955,2.4973936667566083e-05,1,0.02204585537918871,6 days
6488,6489,CA-2016-120621,2016-03-21,2016-03-26,standard class,JW-16075,julia west,consumer,united states,jacksonville,north carolina,28540,south,OFF-PA-10002254,office supplies,paper,xerox 1883,295.456,2016,3,1,0.3353293413173653,0.00016266974056552923,1,0.0033845987219755223,5 days
6489,6490,US-2018-148866,2018-09-19,2018-09-24,standard class,JM-15535,jessica myrick,consumer,united states,new york city,new york,10011,east,OFF-PA-10004782,office supplies,paper,xerox 228,32.4,2018,9,3,0.3333333333333333,1.7838526191118632e-05,1,0.0308641975308642,5 days
6491,6492,CA-2017-113845,2017-11-20,2017-11-25,standard class,FA-14230,frank atkinson,corporate,united states,orlando,florida,32839,south,FUR-BO-10004695,furniture,bookcases,o'sullivan 2-door barrister bookcase in odessa pine,289.568,2017,11,4,0.059259259259259255,0.0001594279738305506,1,0.003453420267432866,5 days
6492,6493,CA-2017-113845,2017-11-20,2017-11-25,standard class,FA-14230,frank atkinson,corporate,united states,orlando,florida,32839,south,OFF-ST-10003327,office supplies,storage,akro-mils 12-gallon tote,39.72,2017,11,4,0.3508771929824561,2.186871173800099e-05,1,0.025176233635448138,5 days
6493,6494,CA-2017-113845,2017-11-20,2017-11-25,standard class,FA-14230,frank atkinson,corporate,united states,orlando,florida,32839,south,TEC-PH-10003357,technology,phones,grandstream gxp2100 mainstream business phone,244.768,2017,11,4,0.4102564102564102,0.00013476235736875695,1,0.004085501372728461,5 days
6494,6495,CA-2018-111262,2018-10-28,2018-11-01,second class,KH-16510,keith herrera,consumer,united states,houston,texas,77095,central,TEC-AC-10002167,technology,accessories,imation 8gb micro traveldrive usb 2.0 flash drive,24.0,2018,10,4,0.06722689075630252,1.321372310453232e-05,1,0.041666666666666664,4 days
6495,6496,CA-2018-111262,2018-10-28,2018-11-01,second class,KH-16510,keith herrera,consumer,united states,houston,texas,77095,central,OFF-PA-10001937,office supplies,paper,xerox 21,15.552,2018,10,4,0.125,8.562492571736942e-06,1,0.06430041152263374,4 days
6496,6497,CA-2018-111262,2018-10-28,2018-11-01,second class,KH-16510,keith herrera,consumer,united states,houston,texas,77095,central,TEC-AC-10004510,technology,accessories,logitech desktop mk120 mouse and keyboard combo,26.176,2018,10,4,0.03361344537815126,1.4411767332676582e-05,1,0.038202933985330076,4 days
6499,6500,CA-2016-103135,2016-07-24,2016-07-28,standard class,SS-20515,shirley schmidt,home office,united states,louisville,kentucky,40214,south,TEC-AC-10003289,technology,accessories,anker ultra-slim mini bluetooth 3.0 wireless keyboard,279.86,2016,7,3,0.56,0.00015408302283476732,1,0.00357321517901808,4 days
6502,6503,CA-2015-129147,2015-11-02,2015-11-06,standard class,LC-17050,liz carlisle,consumer,united states,medina,ohio,44256,east,TEC-PH-10001552,technology,phones,i need's 3d hello kitty hybrid silicone case cover for htc one x 4g with 3d hello kitty stylus pen green/pink,50.232,2015,11,4,0.09251101321585903,2.7656322457786144e-05,1,0.019907628603280776,4 days
6503,6504,CA-2015-129147,2015-11-02,2015-11-06,standard class,LC-17050,liz carlisle,consumer,united states,medina,ohio,44256,east,OFF-BI-10001098,office supplies,binders,acco d-ring binder w/dubllock,19.242,2015,11,4,0.08181818181818182,1.0594102499058788e-05,1,0.051969649724560855,4 days
6505,6506,CA-2017-152331,2017-06-26,2017-06-30,standard class,LD-16855,lela donovan,corporate,united states,chicago,illinois,60653,central,OFF-AR-10001547,office supplies,art,newell 311,5.304,2017,6,2,0.08633093525179857,2.920232806101643e-06,1,0.1885369532428356,4 days
6506,6507,US-2017-128909,2017-10-09,2017-10-11,second class,SP-20545,sibella parks,corporate,united states,philadelphia,pennsylvania,19143,east,OFF-PA-10001593,office supplies,paper,xerox 1947,19.136,2017,10,4,0.14035087719298245,1.0535741888680436e-05,1,0.05225752508361204,2 days
6507,6508,US-2017-128909,2017-10-09,2017-10-11,second class,SP-20545,sibella parks,corporate,united states,philadelphia,pennsylvania,19143,east,FUR-FU-10004071,furniture,furnishings,luxo professional magnifying clamp-on fluorescent lamps,332.832,2017,10,4,0.26229508196721313,0.0001832479120136542,1,0.0030045187962695896,2 days
6508,6509,CA-2018-102197,2018-12-20,2018-12-26,standard class,DK-13150,david kendrick,corporate,united states,new york city,new york,10009,east,OFF-PA-10001970,office supplies,paper,xerox 1908,279.9,2018,12,4,0.12987989242102801,0.00015410504570660818,1,0.0035727045373347625,6 days
6509,6510,CA-2018-102197,2018-12-20,2018-12-26,standard class,DK-13150,david kendrick,corporate,united states,new york city,new york,10009,east,OFF-BI-10001524,office supplies,binders,gbc premium transparent covers with diagonal lined pattern,50.352,2018,12,4,0.06451612903225806,2.7722391073308807e-05,1,0.01986018430251033,6 days
6510,6511,CA-2018-102197,2018-12-20,2018-12-26,standard class,DK-13150,david kendrick,corporate,united states,new york city,new york,10009,east,OFF-PA-10004156,office supplies,paper,xerox 188,34.02,2018,12,4,0.16853932584269665,1.8730452500674567e-05,1,0.02939447383891828,6 days
6511,6512,CA-2018-167640,2018-03-06,2018-03-10,standard class,FC-14245,frank carlisle,home office,united states,san francisco,california,94109,west,OFF-AR-10003158,office supplies,art,fluorescent highlighters by dixon,23.88,2018,3,1,0.2631578947368421,1.3147654489009658e-05,1,0.04187604690117253,4 days
6512,6513,CA-2018-167640,2018-03-06,2018-03-10,standard class,FC-14245,frank carlisle,home office,united states,san francisco,california,94109,west,OFF-LA-10004559,office supplies,labels,avery 49,11.52,2018,3,1,0.17241379310344826,6.342587090175513e-06,1,0.08680555555555555,4 days
6513,6514,CA-2018-167640,2018-03-06,2018-03-10,standard class,FC-14245,frank carlisle,home office,united states,san francisco,california,94109,west,OFF-PA-10001033,office supplies,paper,xerox 1893,286.93,2018,3,1,0.19999999999999998,0.00015797556543264412,1,0.003485170599100826,4 days
6514,6515,CA-2018-167640,2018-03-06,2018-03-10,standard class,FC-14245,frank carlisle,home office,united states,san francisco,california,94109,west,TEC-PH-10001336,technology,phones,digium d40 voip phone,206.384,2018,3,1,0.06779661016949151,0.00011362920955024159,1,0.00484533684781766,4 days
6517,6518,US-2018-116652,2018-09-15,2018-09-19,standard class,RD-19480,rick duston,consumer,united states,san francisco,california,94122,west,OFF-AR-10001915,office supplies,art,peel-off china markers,99.3,2018,9,3,0.3448275862068965,5.467177934500247e-05,1,0.010070493454179255,4 days
6518,6519,US-2018-116652,2018-09-15,2018-09-19,standard class,RD-19480,rick duston,consumer,united states,san francisco,california,94122,west,OFF-AP-10001205,office supplies,appliances,belkin 5 outlet surgemaster power centers,108.96,2018,9,3,0.06134969325153374,5.999030289457673e-05,1,0.009177679882525698,4 days
6519,6520,US-2018-116652,2018-09-15,2018-09-19,standard class,RD-19480,rick duston,consumer,united states,san francisco,california,94122,west,OFF-BI-10004528,office supplies,binders,cardinal poly pocket divider pockets for ring binders,2.688,2018,9,3,0.06666666666666667,1.47993698770762e-06,1,0.3720238095238095,4 days
6521,6522,CA-2018-138289,2018-01-16,2018-01-18,second class,AR-10540,andy reiter,consumer,united states,jackson,michigan,49201,central,FUR-CH-10004626,furniture,chairs,office star flex back scooter chair with aluminum finish frame,302.67,2018,1,1,0.19607843137254902,0.00016664156550203323,1,0.00330392837083292,2 days
6524,6525,CA-2017-129308,2017-07-07,2017-07-13,standard class,CC-12100,chad cunningham,home office,united states,philadelphia,pennsylvania,19120,east,TEC-PH-10002310,technology,phones,panasonic kx t7731-b digital phone,59.994,2017,7,3,0.02020934937577182,3.303100433055467e-05,1,0.016668333500016667,6 days
6526,6527,CA-2017-129308,2017-07-07,2017-07-13,standard class,CC-12100,chad cunningham,home office,united states,philadelphia,pennsylvania,19120,east,OFF-BI-10001308,office supplies,binders,gbc standard plastic binding systems' combs,9.42,2017,7,3,0.08670520231213873,5.186386318528935e-06,1,0.10615711252653928,6 days
6528,6529,CA-2015-146864,2015-12-22,2015-12-26,standard class,BT-11530,bradley talbott,home office,united states,new york city,new york,10024,east,OFF-ST-10004946,office supplies,storage,desktop 3-pocket hot file,216.4,2015,12,4,0.8333333333333334,0.00011914373665919975,1,0.004621072088724584,4 days
6529,6530,CA-2015-103744,2015-02-23,2015-02-27,standard class,MG-17875,michael grace,home office,united states,el paso,texas,79907,central,OFF-LA-10004425,office supplies,labels,staple-on labels,6.936,2015,2,1,0.12903225806451613,3.81876597720984e-06,1,0.14417531718569782,4 days
6530,6531,CA-2015-103744,2015-02-23,2015-02-27,standard class,MG-17875,michael grace,home office,united states,el paso,texas,79907,central,OFF-BI-10000320,office supplies,binders,gbc plastic binding combs,4.428,2015,2,1,0.02564102564102564,2.437931912786213e-06,1,0.22583559168925024,4 days
6531,6532,US-2018-107384,2018-12-04,2018-12-08,standard class,TP-21130,theone pippenger,consumer,united states,rochester,minnesota,55901,central,OFF-AR-10001315,office supplies,art,newell 310,8.8,2018,12,4,0.2272727272727273,4.845031804995184e-06,1,0.11363636363636363,4 days
6532,6533,US-2018-107384,2018-12-04,2018-12-08,standard class,TP-21130,theone pippenger,consumer,united states,rochester,minnesota,55901,central,TEC-AC-10004595,technology,accessories,first data tmfd35 pin pad,142.8,2018,12,4,0.25,7.862165247196732e-05,1,0.007002801120448179,4 days
6533,6534,US-2018-107384,2018-12-04,2018-12-08,standard class,TP-21130,theone pippenger,consumer,united states,rochester,minnesota,55901,central,TEC-AC-10001539,technology,accessories,logitech g430 surround sound gaming headset with dolby 7.1 technology,399.95,2018,12,4,0.3424657534246575,0.0002202011898190709,1,0.0025003125390673834,4 days
6538,6539,CA-2016-109862,2016-10-25,2016-10-30,standard class,HK-14890,heather kirkland,corporate,united states,newark,delaware,19711,east,TEC-PH-10004042,technology,phones,clearone communications chat 70 oc speaker phone,158.99,2016,10,4,0.09433962264150944,8.75354098495664e-05,1,0.0062897037549531415,5 days
